Duración_segundos,¿Estás informado sobre los videos generados con Inteligencia Artificial como deepfake? ,¿Alguna vez has visto un video hecho por Inteligencia Artificial? ,¿Sabes generar videos o imágenes con Inteligencia Artificial? ,¿El siguiente video es Real o es una IA?,¿El siguiente video es Real o es una IA?2,¿El siguiente video es Real o es una IA?3,¿El siguiente video es Real o es una IA?4,¿El siguiente video es Real o es una IA?5,¿El siguiente video es Real o es una IA?6,¿El siguiente video es Real o es una IA?7,¿El siguiente video es Real o es una IA?8,¿El siguiente video es Real o es una IA?9,¿El siguiente video es Real o es una IA?10,Seleccione su rango de edad_18-25,Seleccione su rango de edad_25-30,Seleccione su rango de edad_31-40,Seleccione su rango de edad_41-50,¿Con qué frecuencia usas redes sociales al día?_2-4 horas,¿Con qué frecuencia usas redes sociales al día?_4-6 horas,¿Con qué frecuencia usas redes sociales al día?_6-8 horas,¿Con qué frecuencia usas redes sociales al día?_8-10 horas,¿Con qué frecuencia usas redes sociales al día?_más de 10 horas,rrss_Facebook,rrss_Instagram,rrss_Otras,rrss_Tiktok,rrss_Whatsapp,rrss_X,¿El siguiente video es Real o es una IA?_acierto,¿El siguiente video es Real o es una IA?2_acierto,¿El siguiente video es Real o es una IA?3_acierto,¿El siguiente video es Real o es una IA?4_acierto,¿El siguiente video es Real o es una IA?5_acierto,¿El siguiente video es Real o es una IA?6_acierto,¿El siguiente video es Real o es una IA?7_acierto,¿El siguiente video es Real o es una IA?8_acierto,¿El siguiente video es Real o es una IA?9_acierto,¿El siguiente video es Real o es una IA?10_acierto
199.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
213.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
175.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
195.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
183.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
242.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
219.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
199.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
198.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
196.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
211.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
181.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
226.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
242.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
169.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
229.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
175.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
180.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
157.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
172.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
179.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
158.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
157.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
198.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
234.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
176.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
219.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
156.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
168.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
164.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
154.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
197.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
160.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
228.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
174.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
154.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
218.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
191.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
203.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
241.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
201.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
217.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
190.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
171.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
231.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
230.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
235.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
210.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
221.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
197.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
186.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
234.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
181.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
224.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
220.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
225.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
172.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
190.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
236.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
171.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
193.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
205.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
208.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
179.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0
172.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
155.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
221.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
193.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
159.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
185.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
170.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
181.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
165.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
183.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
171.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
172.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
212.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
215.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
217.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
167.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
179.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
230.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
168.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
216.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1,1,0,0
197.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
220.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
176.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
236.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
162.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
174.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
221.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
234.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
217.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
199.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
200.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
167.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
238.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
204.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
241.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
187.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
181.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
233.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
176.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
231.5276595744681,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0
